[[<module 'oppgave2a.export836' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export836.py'>, AssertionError("'m' != 'a'\n- m\n+ a\n")]]
[[<module 'oppgave2a.export1893' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1893.py'>, NameError("name 'streng' is not defined")]]
[[<module 'oppgave2a.export303' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export303.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export524' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export524.py'>, TypeError("'int' object is not subscriptable")]]
[[<module 'oppgave2a.export69' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export69.py'>, AssertionError("None != 'u'")]]
[[<module 'oppgave2a.export2047' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export2047.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export493' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export493.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export2102' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export2102.py'>, NameError("name 'string' is not defined")]]
[[<module 'oppgave2a.export445' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export445.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1176' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1176.py'>, ValueError("could not convert string to float: 'abc'")]]
[[<module 'oppgave2a.export893' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export893.py'>, AssertionError("('a', 0) != 'a'")]]
[[<module 'oppgave2a.export1526' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1526.py'>, AssertionError("'u' != 'a'\n- u\n+ a\n")]]
[[<module 'oppgave2a.export594' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export594.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1530' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1530.py'>, NameError("name 'streng' is not defined")]]
[[<module 'oppgave2a.export50' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export50.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export636' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export636.py'>, AssertionError("'s' != 'a'\n- s\n+ a\n")]]
[[<module 'oppgave2a.export1940' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1940.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export875' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export875.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export2026' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export2026.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1153' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1153.py'>, AssertionError("None != 'u'")]]
[[<module 'oppgave2a.export930' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export930.py'>, AssertionError("None != 'a'")]]
[[<module 'oppgave2a.export412' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export412.py'>, AssertionError("'l' != 'u'\n- l\n+ u\n")]]
[[<module 'oppgave2a.export1063' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1063.py'>, ValueError("invalid literal for int() with base 10: 'abc'")]]
[[<module 'oppgave2a.export576' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export576.py'>, AssertionError("'a' != 'u'\n- a\n+ u\n")]]
[[<module 'oppgave2a.export1799' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1799.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1493' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1493.py'>, AssertionError("'u' != 'a'\n- u\n+ a\n")]]
[[<module 'oppgave2a.export83' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export83.py'>, NameError("name 'streng' is not defined")]]
[[<module 'oppgave2a.export1592' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1592.py'>, ValueError('max() arg is an empty sequence')]]
[[<module 'oppgave2a.export1028' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1028.py'>, TypeError("'>=' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1304' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1304.py'>, ValueError("could not convert string to float: 'abc'")]]
[[<module 'oppgave2a.export192' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export192.py'>, AssertionError("'u' != 'a'\n- u\n+ a\n")]]
[[<module 'oppgave2a.export701' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export701.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export688' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export688.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export1572' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1572.py'>, NameError("name 'maks' is not defined")]]
[[<module 'oppgave2a.export1255' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export1255.py'>, AssertionError("False != 'a'")]]
[[<module 'oppgave2a.export2049' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export2049.py'>, TypeError("'>' not supported between instances of 'str' and 'int'")]]
[[<module 'oppgave2a.export880' from '/home/sigmund/eksamensoppgaver/H21/oppgave2a/export880.py'>, AssertionError("None != 'u'")]]
