[[<module 'oppgave1.export680' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export680.py'>, TypeError("'NoneType' object is not iterable")]]
[[<module 'oppgave1.export719' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export719.py'>, TypeError("'int' object is not iterable")]]
[[<module 'oppgave1.export1013' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1013.py'>, TypeError("'bool' object is not iterable")]]
[[<module 'oppgave1.export868' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export868.py'>, TypeError("array() missing required argument 'object' (pos 0)")]]
[[<module 'oppgave1.export290' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export290.py'>, AssertionError('[4, 7] != 11')]]
[[<module 'oppgave1.export147' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export147.py'>, AttributeError("'list' object has no attribute 'strip'")]]
[[<module 'oppgave1.export588' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export588.py'>, AssertionError('3 != 11')]]
[[<module 'oppgave1.export723' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export723.py'>, NameError("name 's' is not defined")]]
[[<module 'oppgave1.export1052' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1052.py'>, AttributeError("'list' object has no attribute 'strip'")]]
[[<module 'oppgave1.export438' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export438.py'>, NameError("name 'numpy' is not defined")]]
[[<module 'oppgave1.export228' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export228.py'>, AssertionError('10 != 11')]]
[[<module 'oppgave1.export404' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export404.py'>, AssertionError('3 != 11')]]
[[<module 'oppgave1.export884' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export884.py'>, AssertionError('6 != 11')]]
[[<module 'oppgave1.export1021' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1021.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export818' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export818.py'>, AssertionError('7 != 11')]]
[[<module 'oppgave1.export341' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export341.py'>, AssertionError('7 != 11')]]
[[<module 'oppgave1.export405' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export405.py'>, TypeError("argument of type 'int' is not iterable")]]
[[<module 'oppgave1.export424' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export424.py'>, AssertionError('7 != 11')]]
[[<module 'oppgave1.export944' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export944.py'>, IndexError('list assignment index out of range')]]
[[<module 'oppgave1.export261' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export261.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export1119' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1119.py'>, AssertionError('[] != 11')]]
[[<module 'oppgave1.export392' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export392.py'>, AssertionError('<function sum_except at 0x7f95b021feb0> != 11')]]
[[<module 'oppgave1.export369' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export369.py'>, AssertionError('3 != 11')]]
[[<module 'oppgave1.export1237' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1237.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export1168' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export1168.py'>, AssertionError('14 != 11')]]
[[<module 'oppgave1.export59' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export59.py'>, TypeError("'int' object is not iterable")]]
[[<module 'oppgave1.export179' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export179.py'>, TypeError("object of type 'NoneType' has no len()")]]
[[<module 'oppgave1.export133' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export133.py'>, IndexError('list index out of range')]]
[[<module 'oppgave1.export598' from '/home/sigmund/eksamensoppgaver/H22/oppgave1/export598.py'>, IndexError('list index out of range')]]
